factor,cell_type,sign,gene,loading
1,Endothelial,1.0,BLOC1S6,3.7351284396144484
1,Endothelial,1.0,ZMAT1,3.734280789482125
1,Endothelial,1.0,XPR1,3.5851384061093237
1,Endothelial,1.0,ATRNL1,3.580228879691433
1,Endothelial,1.0,ITGA8,3.49965628523265
1,Endothelial,1.0,MAPKBP1,3.4433182175452073
1,Endothelial,1.0,HNRNPH3,3.4052239337077435
1,Endothelial,1.0,ERBIN,3.286409607634074
1,Endothelial,1.0,SORD,3.2376486298340623
1,Endothelial,1.0,PNOC,3.2247394752189744
1,Endothelial,1.0,KLRC3,3.1375630874504266
1,Endothelial,1.0,CADPS,3.0763882582863924
1,Endothelial,1.0,PTK6,3.0169544704400235
1,Endothelial,1.0,BBS4,2.9644962687325314
1,Endothelial,1.0,TXLNB,2.90785424672179
1,Endothelial,1.0,NPL,2.893970466811784
1,Endothelial,1.0,NOP56,2.837392561973839
1,Endothelial,1.0,LRRC4,2.7867178958477554
1,Endothelial,1.0,PKN2,2.663770988720683
1,Endothelial,1.0,SETBP1,2.6076139303937658
1,Endothelial,1.0,PLAG1,2.6032387486456594
1,Endothelial,1.0,ZNF311,2.5391364823308
1,Endothelial,-1.0,SP140L,-0.003502553567585374
1,Endothelial,-1.0,SLC24A2,-0.0035025535675923146
1,Endothelial,-1.0,TM4SF19,-0.003502553567597699
1,Endothelial,-1.0,TLN1,-0.003502553567599138
1,Endothelial,-1.0,TRAPPC2,-0.00350255356760049
1,Endothelial,-1.0,ZNF343,-0.003502553567600554
1,Endothelial,-1.0,SLC13A3,-0.0035025535676017484
1,Endothelial,-1.0,TAC3,-0.003502553567603572
1,Endothelial,-1.0,ST6GALNAC5,-0.00350255356760388
1,Endothelial,-1.0,SLITRK2,-0.0035025535676042386
1,Endothelial,-1.0,ZNF564,-0.0035025535676043904
1,Endothelial,-1.0,ZNF117,-0.0035025535676056346
1,Endothelial,-1.0,SLC4A8,-0.0035025535676061962
1,Endothelial,-1.0,TSPAN19,-0.0035025535676063905
1,Endothelial,-1.0,SLC22A1,-0.0035025535676066182
1,Endothelial,-1.0,SLC4A10,-0.003502553567606635
1,Endothelial,-1.0,WDR89,-0.0035025535676076486
1,Endothelial,-1.0,TYRP1,-0.0035025535676076755
1,Endothelial,-1.0,STRN3,-0.0035025535676077376
1,Endothelial,-1.0,USP6NL,-0.0035025535676078082
1,Endothelial,-1.0,TMEM192,-0.0035025535676081773
1,Endothelial,-1.0,XBP1,-0.0035025535676083126
1,Endothelial,-1.0,SLX4,-0.0035025535676085832
1,Endothelial,-1.0,ZNF44,-0.0035025535676095542
1,Endothelial,-1.0,WNT10A,-0.0035025535676096505
1,Endothelial,-1.0,WDR86,-0.0035025535676098496
1,Endothelial,-1.0,ZNF75D,-0.003502553567609884
1,Endothelial,-1.0,SPECC1,-0.003502553567610147
1,Endothelial,-1.0,TXNL4A,-0.00350255356761017
1,Endothelial,-1.0,TTBK2,-0.003502553567610498
1,Excitatory,1.0,ENG,13.32481862685361
1,Excitatory,1.0,KIAA0930,13.019922855390814
1,Excitatory,1.0,HAUS3,12.996785944679898
1,Excitatory,1.0,ANGPT2,12.94067517727027
1,Excitatory,1.0,IFNGR1,12.759268937119483
1,Excitatory,1.0,COL12A1,12.40497520775039
1,Excitatory,1.0,METTL27,12.337325179525573
1,Excitatory,1.0,FREM3,12.105864167251921
1,Excitatory,1.0,EIF1AD,11.86215936703446
1,Excitatory,1.0,FANCB,11.752247614439174
1,Excitatory,1.0,AEN,11.529383845465787
1,Excitatory,1.0,EPHA7,11.366501936522354
1,Excitatory,1.0,EPHA2,11.332531769436708
1,Excitatory,1.0,CCDC13,11.25128110885109
1,Excitatory,1.0,CDH18,11.02277670350313
1,Excitatory,1.0,FPR3,10.973886636184272
1,Excitatory,1.0,FGL2,10.957660690568142
1,Excitatory,1.0,KATNAL1,10.935211509943636
1,Excitatory,1.0,CRYGN,10.76342415505208
1,Excitatory,1.0,GLI1,10.733858053515283
1,Excitatory,1.0,ASCC3,10.718947007740296
1,Excitatory,1.0,ARL10,10.675898682511159
1,Excitatory,1.0,MINAR2,10.668136260049419
1,Excitatory,1.0,ABCB7,10.655322179586209
1,Excitatory,1.0,ARID2,10.609145311118192
1,Excitatory,1.0,CCKBR,10.537983039442826
1,Excitatory,1.0,ARMCX4,10.438800019637993
1,Excitatory,1.0,ERC2,10.388951936545531
1,Excitatory,1.0,ADRA2A,10.377374617554993
1,Excitatory,1.0,C10orf67,10.373077817866921
1,Excitatory,-1.0,CARMIL3,-0.001117583386938121
1,Excitatory,-1.0,ZNF547,-0.0024741414966142385
1,Excitatory,-1.0,PAK1,-0.0029831273840810377
1,Excitatory,-1.0,CHD7,-0.011734240960024414
1,Excitatory,-1.0,GPT2,-0.013169876588057057
1,Excitatory,-1.0,CHP1,-0.014545483001941544
1,Excitatory,-1.0,ANKAR,-0.022953954735746507
1,Excitatory,-1.0,HES2,-0.0285945854087682
1,Excitatory,-1.0,HP1BP3,-0.037055426819317366
1,Excitatory,-1.0,S100A6,-0.04334091500696224
1,Excitatory,-1.0,ZNF48,-0.04416086005141699
1,Excitatory,-1.0,TMEM132C,-0.045979871644481016
1,Excitatory,-1.0,IFNA13,-0.05035442607322879
1,Excitatory,-1.0,THPO,-0.0691566636685953
1,Excitatory,-1.0,ADAM10,-0.080684914959291
1,Excitatory,-1.0,TMEM120A,-0.09448744284013719
1,Excitatory,-1.0,NUP37,-0.095410789638685
1,Excitatory,-1.0,SCN1A,-0.09541078963868667
1,Excitatory,-1.0,OVCH1,-0.0954107896386886
1,Excitatory,-1.0,PRMT8,-0.09541078963869054
1,Excitatory,-1.0,PUS7L,-0.095410789638691
1,Excitatory,-1.0,PLXNC1,-0.09541078963869341
1,Excitatory,-1.0,NT5DC2,-0.09541078963869383
1,Excitatory,-1.0,PPP4R4,-0.0954107896386944
1,Excitatory,-1.0,NFATC2,-0.09541078963869475
1,Excitatory,-1.0,PTCD2,-0.0954107896386949
1,Excitatory,-1.0,SELENOI,-0.09541078963869547
1,Excitatory,-1.0,NEO1,-0.0954107896386962
1,Excitatory,-1.0,ROBO2,-0.09541078963869697
1,Excitatory,-1.0,PRPF38A,-0.09541078963869723
1,Inhibitory,1.0,ENG,12.908814766307025
1,Inhibitory,1.0,FBN1,12.299388928811846
1,Inhibitory,1.0,AEN,11.837687670915487
1,Inhibitory,1.0,IFNGR1,11.665762536495562
1,Inhibitory,1.0,CCDC13,11.357166666393512
1,Inhibitory,1.0,ADRA2A,11.343144922471417
1,Inhibitory,1.0,FREM3,11.190737029203737
1,Inhibitory,1.0,DNLZ,11.045575636941258
1,Inhibitory,1.0,DBN1,10.984864014904794
1,Inhibitory,1.0,AJAP1,10.875068665454155
1,Inhibitory,1.0,C10orf67,10.689826665330447
1,Inhibitory,1.0,ALG5,10.214389180919222
1,Inhibitory,1.0,EPHA7,10.187836064440699
1,Inhibitory,1.0,DDX20,10.075975155178357
1,Inhibitory,1.0,DDX27,9.549113109830826
1,Inhibitory,1.0,CPEB4,9.44770558734093
1,Inhibitory,1.0,CCDC200,9.362851482555993
1,Inhibitory,1.0,EPB41,9.320832227627976
1,Inhibitory,1.0,FBXO16,9.306856138113433
1,Inhibitory,1.0,GALNT18,9.279395686086861
1,Inhibitory,1.0,DNAH12,9.278660653844769
1,Inhibitory,1.0,CLIP4,8.94723243328037
1,Inhibitory,1.0,BBS9,8.736250481118972
1,Inhibitory,1.0,HMGN1,8.671729232606
1,Inhibitory,1.0,KATNAL1,8.637386810714872
1,Inhibitory,1.0,SLC23A2,8.604396183446834
1,Inhibitory,1.0,AOAH,8.544948966642483
1,Inhibitory,1.0,UMPS,8.305036549387541
1,Inhibitory,1.0,FAM47E,8.250126140540734
1,Inhibitory,1.0,HARBI1,8.135222208018762
1,Inhibitory,-1.0,LENG8,-0.002333128876367135
1,Inhibitory,-1.0,SLC35F2,-0.009365638715519455
1,Inhibitory,-1.0,WDR3,-0.018206041382316608
1,Inhibitory,-1.0,TLE2,-0.019244749804327582
1,Inhibitory,-1.0,UIMC1,-0.02387588278738929
1,Inhibitory,-1.0,ZMYM4,-0.026179815579198067
1,Inhibitory,-1.0,PNCK,-0.04336752077045654
1,Inhibitory,-1.0,TMEM26,-0.06243241633645244
1,Inhibitory,-1.0,SLC16A8,-0.08539028104670357
1,Inhibitory,-1.0,SNX25,-0.10185233057582423
1,Inhibitory,-1.0,SEZ6L2,-0.1090724652951344
1,Inhibitory,-1.0,KCNIP3,-0.11415096230405225
1,Inhibitory,-1.0,PSME2,-0.13390098842312959
1,Inhibitory,-1.0,SMARCA2,-0.1534573598445624
1,Inhibitory,-1.0,APOBEC3G,-0.15627593824773403
1,Inhibitory,-1.0,TFDP1,-0.1570448183856497
1,Inhibitory,-1.0,SHPK,-0.164080953040048
1,Inhibitory,-1.0,TSC22D3,-0.16637873004096393
1,Inhibitory,-1.0,VPS35L,-0.17870891758746993
1,Inhibitory,-1.0,ZNF766,-0.18079571556249147
1,Inhibitory,-1.0,ZMYND11,-0.18750364039904907
1,Inhibitory,-1.0,RUNDC1,-0.1907055438254622
1,Inhibitory,-1.0,ZNF644,-0.197862179126454
1,Inhibitory,-1.0,BCCIP,-0.20057828839461664
1,Inhibitory,-1.0,NID1,-0.20266966863724345
1,Inhibitory,-1.0,LRRC66,-0.20935572722811524
1,Inhibitory,-1.0,PPEF1,-0.2149698044901281
1,Inhibitory,-1.0,LGI2,-0.22794780242259288
1,Inhibitory,-1.0,GINM1,-0.23236104956800702
1,Inhibitory,-1.0,RNF31,-0.23958647840412434
1,Microglia-PVM,1.0,KDELR1,8.529361458400228
1,Microglia-PVM,1.0,RBFA,6.219820466461621
1,Microglia-PVM,1.0,TRAF1,6.124302474667655
1,Microglia-PVM,1.0,INKA2,5.657857624175531
1,Microglia-PVM,1.0,VXN,5.5000549437603015
1,Microglia-PVM,1.0,ZNF839,5.488833371311694
1,Microglia-PVM,1.0,IGSF23,5.233908735141151
1,Microglia-PVM,1.0,MRPL3,5.10596310535916
1,Microglia-PVM,1.0,TMEM150C,5.044913840035823
1,Microglia-PVM,1.0,MGMT,4.977822620755804
1,Microglia-PVM,1.0,GMFG,4.886075160049918
1,Microglia-PVM,1.0,TMEM132E,4.830632477866221
1,Microglia-PVM,1.0,MYORG,4.828887255112224
1,Microglia-PVM,1.0,CAMK2G,4.792782298400034
1,Microglia-PVM,1.0,MYH10,4.71477353146662
1,Microglia-PVM,1.0,CAMKMT,4.636323782770136
1,Microglia-PVM,1.0,KCNB2,4.477177247658021
1,Microglia-PVM,1.0,EPB41,4.467039858034434
1,Microglia-PVM,1.0,FZD7,4.463711593889901
1,Microglia-PVM,1.0,CERS1,4.459540776476105
1,Microglia-PVM,1.0,FTH1,4.453900676367481
1,Microglia-PVM,1.0,TBC1D4,4.357391581870252
1,Microglia-PVM,1.0,TTLL7,4.2109413086750624
1,Microglia-PVM,1.0,ZNF775,4.2100652141375985
1,Microglia-PVM,1.0,SEZ6,4.165629811481713
1,Microglia-PVM,1.0,PTCHD4,4.0176302145602305
1,Microglia-PVM,1.0,SESN3,3.9429062632518024
1,Microglia-PVM,1.0,PRXL2A,3.8987683437248797
1,Microglia-PVM,1.0,INTS3,3.805661368862795
1,Microglia-PVM,1.0,MKS1,3.7669400697923865
1,Microglia-PVM,-1.0,NBR1,-0.01791116154262014
1,Microglia-PVM,-1.0,PRR13,-0.017911161542620617
1,Microglia-PVM,-1.0,POLD1,-0.017911161542621897
1,Microglia-PVM,-1.0,PDE8A,-0.01791116154262418
1,Microglia-PVM,-1.0,PHF6,-0.017911161542630102
1,Microglia-PVM,-1.0,MNX1,-0.017911161542630675
1,Microglia-PVM,-1.0,RAD9A,-0.01791116154263209
1,Microglia-PVM,-1.0,NUP37,-0.017911161542632528
1,Microglia-PVM,-1.0,MTFR2,-0.017911161542634196
1,Microglia-PVM,-1.0,NHSL2,-0.017911161542634432
1,Microglia-PVM,-1.0,PTCD2,-0.01791116154263477
1,Microglia-PVM,-1.0,RAB28,-0.017911161542635105
1,Microglia-PVM,-1.0,POGZ,-0.017911161542635164
1,Microglia-PVM,-1.0,MRPL58,-0.01791116154263545
1,Microglia-PVM,-1.0,PDGFC,-0.017911161542635473
1,Microglia-PVM,-1.0,PRKDC,-0.017911161542635536
1,Microglia-PVM,-1.0,PPIL2,-0.017911161542636153
1,Microglia-PVM,-1.0,NECTIN3,-0.017911161542636323
1,Microglia-PVM,-1.0,RPH3A,-0.01791116154263663
1,Microglia-PVM,-1.0,P2RY11,-0.017911161542637295
1,Microglia-PVM,-1.0,SATB2,-0.01791116154263735
1,Microglia-PVM,-1.0,NASP,-0.01791116154263816
1,Microglia-PVM,-1.0,RGMB,-0.01791116154263888
1,Microglia-PVM,-1.0,PIM3,-0.01791116154263929
1,Microglia-PVM,-1.0,PLPPR4,-0.017911161542639463
1,Microglia-PVM,-1.0,PTPRM,-0.017911161542639636
1,Microglia-PVM,-1.0,PICK1,-0.0179111615426398
1,Microglia-PVM,-1.0,PCGF2,-0.01791116154264069
1,Microglia-PVM,-1.0,MMEL1,-0.017911161542640924
1,Microglia-PVM,-1.0,RALGPS2,-0.01791116154264105
1,OPC,1.0,ENG,8.671865710461566
1,OPC,1.0,NCALD,8.49921970888454
1,OPC,1.0,AGAP4,6.466719919403717
1,OPC,1.0,MAP4K5,6.181912795750701
1,OPC,1.0,CDPF1,5.00787042787235
1,OPC,1.0,HHAT,4.822553360776806
1,OPC,1.0,SLC9C2,4.771417905425945
1,OPC,1.0,PHF21A,4.65171766750992
1,OPC,1.0,TAC3,4.618098719024572
1,OPC,1.0,SLITRK2,4.609058127389139
1,OPC,1.0,CRTAC1,4.546766267630045
1,OPC,1.0,MGMT,4.528297866446079
1,OPC,1.0,SLC24A2,4.494973665017869
1,OPC,1.0,MFF,4.2314263602663065
1,OPC,1.0,DSG3,4.120243303901128
1,OPC,1.0,RPH3A,4.028975900740124
1,OPC,1.0,CLEC14A,3.949968028345348
1,OPC,1.0,ZNF343,3.933941385445472
1,OPC,1.0,DDX60L,3.8762882020254916
1,OPC,1.0,DPY19L1,3.82745335214404
1,OPC,1.0,DNHD1,3.7872716537785918
1,OPC,1.0,ATP11C,3.7462752879269092
1,OPC,1.0,LETM2,3.7048400306545233
1,OPC,1.0,VPS13D,3.6527408594990844
1,OPC,1.0,MRPL10,3.380194068310072
1,OPC,1.0,DNASE2,3.3628949483855823
1,OPC,1.0,NR2C2,3.3536159380572625
1,OPC,1.0,AFF2,3.2716551781627117
1,OPC,1.0,TM7SF3,3.261297835144413
1,OPC,1.0,CPE,3.1715355479181015
1,OPC,-1.0,ZNF547,-0.0009528092813602691
1,OPC,-1.0,UBR5,-0.000952809281377103
1,OPC,-1.0,XPR1,-0.0009528092813787481
1,OPC,-1.0,VMAC,-0.0009528092813805019
1,OPC,-1.0,SND1,-0.0009528092813851479
1,OPC,-1.0,TNPO1,-0.0009528092813856888
1,OPC,-1.0,TGFA,-0.0009528092813869128
1,OPC,-1.0,SORT1,-0.000952809281387067
1,OPC,-1.0,TRAF1,-0.0009528092813879376
1,OPC,-1.0,SOX6,-0.0009528092813879709
1,OPC,-1.0,SLC43A3,-0.0009528092813883376
1,OPC,-1.0,SEZ6L2,-0.0009528092813889163
1,OPC,-1.0,TRIM26,-0.0009528092813891161
1,OPC,-1.0,USH2A,-0.0009528092813895614
1,OPC,-1.0,TCF4,-0.0009528092813896981
1,OPC,-1.0,ZSCAN21,-0.0009528092813904918
1,OPC,-1.0,TOPORS,-0.0009528092813907854
1,OPC,-1.0,SLC16A14,-0.0009528092813910756
1,OPC,-1.0,ZNF324B,-0.000952809281391653
1,OPC,-1.0,ZNF233,-0.0009528092813921373
1,OPC,-1.0,ST8SIA1,-0.0009528092813922835
1,OPC,-1.0,TECTA,-0.0009528092813923831
1,OPC,-1.0,ULK3,-0.0009528092813925358
1,OPC,-1.0,VSX1,-0.0009528092813942974
1,OPC,-1.0,SETBP1,-0.0009528092813945592
1,OPC,-1.0,SOX5,-0.0009528092813955027
1,OPC,-1.0,ZNF583,-0.0009528092813957826
1,OPC,-1.0,TTC8,-0.0009528092813958808
1,OPC,-1.0,TIPARP,-0.0009528092813961402
1,OPC,-1.0,SURF6,-0.0009528092813968276
1,Oligodendrocyte,1.0,LSM14B,10.133143939597304
1,Oligodendrocyte,1.0,OVCH1,10.089973816550483
1,Oligodendrocyte,1.0,MFF,9.93695587935771
1,Oligodendrocyte,1.0,KLRD1,9.736710785484872
1,Oligodendrocyte,1.0,ERICH6B,9.389231864152666
1,Oligodendrocyte,1.0,FRMD3,9.311459986401877
1,Oligodendrocyte,1.0,OTOGL,9.258459574928528
1,Oligodendrocyte,1.0,GPR35,9.131104368960628
1,Oligodendrocyte,1.0,GPI,8.977457396739407
1,Oligodendrocyte,1.0,GNG4,8.925352039844032
1,Oligodendrocyte,1.0,NUDT2,8.918764006799222
1,Oligodendrocyte,1.0,KCNK12,8.777965514228544
1,Oligodendrocyte,1.0,GATA2,8.511369397344103
1,Oligodendrocyte,1.0,PRCD,8.495651825796505
1,Oligodendrocyte,1.0,GREM1,8.369636157639974
1,Oligodendrocyte,1.0,EIF3J,8.356079664702566
1,Oligodendrocyte,1.0,NCALD,8.348937741595444
1,Oligodendrocyte,1.0,SLC24A2,8.281677263777647
1,Oligodendrocyte,1.0,FPR3,8.254335707337832
1,Oligodendrocyte,1.0,OSER1,8.253771155088286
1,Oligodendrocyte,1.0,PUS7L,8.166598539970924
1,Oligodendrocyte,1.0,NFATC2,7.8902414429940295
1,Oligodendrocyte,1.0,DGKH,7.764155803088497
1,Oligodendrocyte,1.0,GRAMD1C,7.730610093500239
1,Oligodendrocyte,1.0,EFHC2,7.722611358536988
1,Oligodendrocyte,1.0,MAN2A2,7.524997381264833
1,Oligodendrocyte,1.0,NEDD9,7.517272321208687
1,Oligodendrocyte,1.0,FYN,7.309806812998457
1,Oligodendrocyte,1.0,DBN1,7.280003660269116
1,Oligodendrocyte,1.0,EIF3E,7.263441368551558
1,Oligodendrocyte,-1.0,CREB3L2,-0.03202965132369205
1,Oligodendrocyte,-1.0,DDX43,-0.03573621747180072
1,Oligodendrocyte,-1.0,CPT1B,-0.038676841685959834
1,Oligodendrocyte,-1.0,ZNF496,-0.04414912958964318
1,Oligodendrocyte,-1.0,SRXN1,-0.0851487880995448
1,Oligodendrocyte,-1.0,TMEM44,-0.08866140890226434
1,Oligodendrocyte,-1.0,MOSMO,-0.10522229434832651
1,Oligodendrocyte,-1.0,TCTN1,-0.12901941624882274
1,Oligodendrocyte,-1.0,LRRC39,-0.13444622651172008
1,Oligodendrocyte,-1.0,KBTBD11-OT1,-0.13855486029934524
1,Oligodendrocyte,-1.0,MRPL3,-0.14039830314308244
1,Oligodendrocyte,-1.0,PLPPR4,-0.14039830314309093
1,Oligodendrocyte,-1.0,PTPN18,-0.14039830314309118
1,Oligodendrocyte,-1.0,PCNX1,-0.14039830314309212
1,Oligodendrocyte,-1.0,NAP1L1,-0.1403983031430923
1,Oligodendrocyte,-1.0,PRKAG1,-0.1403983031430929
1,Oligodendrocyte,-1.0,PDCD11,-0.14039830314309293
1,Oligodendrocyte,-1.0,SCN1A,-0.140398303143093
1,Oligodendrocyte,-1.0,NEK11,-0.14039830314309326
1,Oligodendrocyte,-1.0,RASGRP2,-0.1403983031430939
1,Oligodendrocyte,-1.0,MPV17L,-0.14039830314309462
1,Oligodendrocyte,-1.0,PRMT8,-0.140398303143095
1,Oligodendrocyte,-1.0,NUP37,-0.14039830314309562
1,Oligodendrocyte,-1.0,POFUT2,-0.14039830314309598
1,Oligodendrocyte,-1.0,PHC1,-0.14039830314309626
1,Oligodendrocyte,-1.0,MPV17,-0.14039830314309631
1,Oligodendrocyte,-1.0,MPC1,-0.1403983031430965
1,Oligodendrocyte,-1.0,POGZ,-0.14039830314309787
1,Oligodendrocyte,-1.0,PRAP1,-0.14039830314309837
1,Oligodendrocyte,-1.0,NEFH,-0.1403983031430984
2,Astrocyte,1.0,PC,11.196191383037716
2,Astrocyte,1.0,PLEKHA5,10.725381923720066
2,Astrocyte,1.0,IMP3,10.647939944937058
2,Astrocyte,1.0,HSD11B2,10.128396969268712
2,Astrocyte,1.0,RBFA,9.892373062112869
2,Astrocyte,1.0,LRRC69,9.688925561117884
2,Astrocyte,1.0,MFSD10,9.648084559434942
2,Astrocyte,1.0,ROR1,9.592649781460285
2,Astrocyte,1.0,FGL2,9.579747215682124
2,Astrocyte,1.0,NUP37,9.47606503716515
2,Astrocyte,1.0,NEDD9,9.375360159219591
2,Astrocyte,1.0,ITGA3,9.370982970989083
2,Astrocyte,1.0,MBNL3,9.1850851533049
2,Astrocyte,1.0,LAMA5,9.131467155876225
2,Astrocyte,1.0,ORC1,9.016470771006968
2,Astrocyte,1.0,FAM78B,8.899143059609163
2,Astrocyte,1.0,PA2G4,8.78607107089221
2,Astrocyte,1.0,RASGRP3,8.55133800304242
2,Astrocyte,1.0,KCNH1,8.467484271744812
2,Astrocyte,1.0,KCNAB3,8.454091146540085
2,Astrocyte,1.0,LRRC8C,8.411899516780885
2,Astrocyte,1.0,MOV10L1,8.340662136765134
2,Astrocyte,1.0,ENPP6,8.24452768081651
2,Astrocyte,1.0,HCN1,8.240073973484632
2,Astrocyte,1.0,FHOD1,8.236222836606437
2,Astrocyte,1.0,RALGPS1,8.184120595505354
2,Astrocyte,1.0,EGFR,8.137259246126085
2,Astrocyte,1.0,FAM131C,8.125013893593513
2,Astrocyte,1.0,NRXN3,8.083341614121432
2,Astrocyte,1.0,SCLT1,8.015270971764366
2,Astrocyte,-1.0,CCL2,-0.0011288860283210332
2,Astrocyte,-1.0,CIPC,-0.0191451539382466
2,Astrocyte,-1.0,CTNNA1,-0.04667682596046662
2,Astrocyte,-1.0,KCNC2,-0.060173793234377826
2,Astrocyte,-1.0,IFNAR1,-0.06131366520714936
2,Astrocyte,-1.0,PRAP1,-0.0665013777097634
2,Astrocyte,-1.0,PRKG1,-0.066501377709764
2,Astrocyte,-1.0,MTFR2,-0.06650137770977169
2,Astrocyte,-1.0,RBIS,-0.0665013777097762
2,Astrocyte,-1.0,PLEKHA2,-0.06650137770977678
2,Astrocyte,-1.0,POC5,-0.06650137770977822
2,Astrocyte,-1.0,PAIP1,-0.06650137770978012
2,Astrocyte,-1.0,RAB35,-0.06650137770978194
2,Astrocyte,-1.0,SEC24B,-0.06650137770978391
2,Astrocyte,-1.0,PRKCG,-0.06650137770978425
2,Astrocyte,-1.0,MYB,-0.06650137770978494
2,Astrocyte,-1.0,PTPN4,-0.06650137770978563
2,Astrocyte,-1.0,PLPP1,-0.06650137770978642
2,Astrocyte,-1.0,RHBDF1,-0.06650137770978684
2,Astrocyte,-1.0,PTPRM,-0.06650137770978756
2,Astrocyte,-1.0,PLD5,-0.06650137770978767
2,Astrocyte,-1.0,MTMR3,-0.06650137770978802
2,Astrocyte,-1.0,OPRD1,-0.06650137770978805
2,Astrocyte,-1.0,RNF139,-0.0665013777097883
2,Astrocyte,-1.0,RND2,-0.06650137770978896
2,Astrocyte,-1.0,POLR1A,-0.06650137770978919
2,Astrocyte,-1.0,PRTG,-0.06650137770978924
2,Astrocyte,-1.0,MVP,-0.06650137770978962
2,Astrocyte,-1.0,REN,-0.06650137770978962
2,Astrocyte,-1.0,RFLNB,-0.06650137770979007
2,Endothelial,1.0,GLIPR1L2,7.772716790663914
2,Endothelial,1.0,C10orf67,6.498839565257447
2,Endothelial,1.0,MAP3K21,5.442358398113104
2,Endothelial,1.0,GAS2,4.355982987328565
2,Endothelial,1.0,GPI,4.264811911678614
2,Endothelial,1.0,MFSD4B,4.1528316648389305
2,Endothelial,1.0,MARK3,4.023139899181323
2,Endothelial,1.0,EIF3J,3.873692464538402
2,Endothelial,1.0,FZD6,3.8592437105061683
2,Endothelial,1.0,PRAP1,3.6783861561235947
2,Endothelial,1.0,FAM13C,3.4171248354634525
2,Endothelial,1.0,EIF3E,3.3559808383893626
2,Endothelial,1.0,PRKG1,3.288166269885737
2,Endothelial,1.0,CDKN1C,3.1617788531790274
2,Endothelial,1.0,RASGRP3,3.146057735182003
2,Endothelial,1.0,JAZF1,3.1256413506466134
2,Endothelial,1.0,EFCAB5,3.1091897954958143
2,Endothelial,1.0,TMCO2,3.053988130298442
2,Endothelial,1.0,CTNNA2,3.051813775159879
2,Endothelial,1.0,SNCA,3.0359112712109555
2,Endothelial,1.0,IL12RB2,2.98861769629449
2,Endothelial,1.0,CLEC14A,2.968875949695731
2,Endothelial,1.0,TMEM53,2.863341538368523
2,Endothelial,1.0,DDR2,2.81654055397287
2,Endothelial,1.0,C2orf81,2.8141408998797846
2,Endothelial,1.0,DNPEP,2.812465517117881
2,Endothelial,1.0,RANBP3L,2.802929231842457
2,Endothelial,1.0,UBE3B,2.6614641493193933
2,Endothelial,1.0,MRPL39,2.5438108862209012
2,Endothelial,1.0,ZNF233,2.541983155246844
2,Endothelial,-1.0,SYCP3,-0.0035025535675949383
2,Endothelial,-1.0,SLU7,-0.0035025535675959167
2,Endothelial,-1.0,ZNF699,-0.0035025535675973834
2,Endothelial,-1.0,SLC35F2,-0.003502553567598366
2,Endothelial,-1.0,TFAP2E,-0.003502553567598768
2,Endothelial,-1.0,SH2D4A,-0.003502553567598978
2,Endothelial,-1.0,SRXN1,-0.0035025535675994894
2,Endothelial,-1.0,ZNF81,-0.0035025535675997704
2,Endothelial,-1.0,ZNF823,-0.003502553567600691
2,Endothelial,-1.0,TMEM116,-0.003502553567601618
2,Endothelial,-1.0,UBN1,-0.0035025535676018616
2,Endothelial,-1.0,ZNF215,-0.003502553567602419
2,Endothelial,-1.0,TCF12,-0.0035025535676028326
2,Endothelial,-1.0,WBP1,-0.003502553567602935
2,Endothelial,-1.0,WFDC1,-0.0035025535676050518
2,Endothelial,-1.0,TBX2,-0.0035025535676055453
2,Endothelial,-1.0,TACR2,-0.0035025535676059673
2,Endothelial,-1.0,SLCO3A1,-0.00350255356760619
2,Endothelial,-1.0,TIPRL,-0.003502553567606627
2,Endothelial,-1.0,STAC3,-0.0035025535676068945
2,Endothelial,-1.0,TMEM101,-0.003502553567606952
2,Endothelial,-1.0,SOAT1,-0.0035025535676069673
2,Endothelial,-1.0,SOX5,-0.003502553567607018
2,Endothelial,-1.0,ZC3H6,-0.0035025535676073485
2,Endothelial,-1.0,SPAG1,-0.0035025535676074266
2,Endothelial,-1.0,TJP1,-0.0035025535676075255
2,Endothelial,-1.0,TERT,-0.003502553567608067
2,Endothelial,-1.0,TAFA3,-0.0035025535676083725
2,Endothelial,-1.0,VPS16,-0.003502553567608915
2,Endothelial,-1.0,SSH3,-0.003502553567609142
2,Excitatory,1.0,CREB5,13.53816888911508
2,Excitatory,1.0,ARID5A,12.702463184592276
2,Excitatory,1.0,ASAP3,12.661242950931372
2,Excitatory,1.0,ARCN1,12.650643041240148
2,Excitatory,1.0,ABCA3,12.600906153388959
2,Excitatory,1.0,FGF12,12.548183100277507
2,Excitatory,1.0,CCDC12,12.433148208567818
2,Excitatory,1.0,IMP3,12.338394082155792
2,Excitatory,1.0,DDIT3,12.337089039306626
2,Excitatory,1.0,COLEC12,11.704053882324907
2,Excitatory,1.0,ITGA8,11.666437105310758
2,Excitatory,1.0,FNIP1,11.646291532147451
2,Excitatory,1.0,INKA2,11.590769769104146
2,Excitatory,1.0,ANO2,11.487424928707556
2,Excitatory,1.0,JAK3,11.187795106390055
2,Excitatory,1.0,ARRDC4,11.129275353367285
2,Excitatory,1.0,E2F5,11.114043289781806
2,Excitatory,1.0,C10orf67,11.084641340684984
2,Excitatory,1.0,CHURC1,11.072156523709468
2,Excitatory,1.0,GABRA4,10.933160400469415
2,Excitatory,1.0,MAPKBP1,10.836255726491553
