factor,cell_type,sign,gene,loading
3,Inhibitory,-1.0,FAM162A,-0.013536443319332321
3,Inhibitory,-1.0,ALDH18A1,-0.02130931278368751
3,Inhibitory,-1.0,MCAM,-0.02259680408452928
3,Inhibitory,-1.0,NANS,-0.02449847462852525
3,Inhibitory,-1.0,MXD1,-0.04132454819534278
3,Inhibitory,-1.0,FGF10,-0.05963068097053429
3,Inhibitory,-1.0,NECAP2,-0.07422845220990727
3,Inhibitory,-1.0,UBE2Q2,-0.09592258793891145
3,Inhibitory,-1.0,ST8SIA1,-0.09742762712883347
3,Inhibitory,-1.0,ST3GAL6,-0.10152831767359749
3,Inhibitory,-1.0,SLC35A5,-0.10539411082861846
3,Inhibitory,-1.0,SRD5A3,-0.12819517053715665
3,Inhibitory,-1.0,AMOTL2,-0.13190660049978792
3,Inhibitory,-1.0,RASSF8,-0.1342374849269653
3,Inhibitory,-1.0,JMJD8,-0.13541549415051993
3,Inhibitory,-1.0,ASAP3,-0.1441609332633107
3,Inhibitory,-1.0,DLEC1,-0.16224952968258693
3,Inhibitory,-1.0,PKP4,-0.16346331990821317
3,Inhibitory,-1.0,KLHL14,-0.16573319687305255
3,Inhibitory,-1.0,PRKDC,-0.17222767907391587
3,Inhibitory,-1.0,CHCHD3,-0.1793718455643835
3,Inhibitory,-1.0,ALG10,-0.1815628157016329
3,Inhibitory,-1.0,FSD1,-0.18914055623692216
3,Inhibitory,-1.0,RHOQ,-0.19046560218538422
3,Inhibitory,-1.0,HPS5,-0.20040895465804076
3,Inhibitory,-1.0,TIMM9,-0.21199069304255116
3,Inhibitory,-1.0,SPTSSB,-0.2734507735882376
3,Inhibitory,-1.0,TSPAN4,-0.2734507735882412
3,Inhibitory,-1.0,TCHH,-0.27345077358824393
3,Microglia-PVM,1.0,TOX,7.248742644487924
3,Microglia-PVM,1.0,STAR,6.944782244375232
3,Microglia-PVM,1.0,FMNL2,6.7644182174870044
3,Microglia-PVM,1.0,SLC17A5,6.381499408376296
3,Microglia-PVM,1.0,HEPN1,5.8880567557466374
3,Microglia-PVM,1.0,EFHC2,5.646779099022035
3,Microglia-PVM,1.0,MRPL33,5.303834712822476
3,Microglia-PVM,1.0,ULK3,5.071933330112665
3,Microglia-PVM,1.0,NCOA1,4.806679347782798
3,Microglia-PVM,1.0,HMGXB4,4.704986400777056
3,Microglia-PVM,1.0,WBP2NL,4.693058793282002
3,Microglia-PVM,1.0,LDB2,4.593676257334062
3,Microglia-PVM,1.0,MGAT3,4.57738676962122
3,Microglia-PVM,1.0,FMN2,4.3530693282962165
3,Microglia-PVM,1.0,TRAPPC6A,4.346425860862898
3,Microglia-PVM,1.0,ZNF596,4.217746444029591
3,Microglia-PVM,1.0,SRPK2,4.105056757293181
3,Microglia-PVM,1.0,ACOT13,4.059748055576703
3,Microglia-PVM,1.0,TRAPPC2,4.048404252569572
3,Microglia-PVM,1.0,MAL2,3.994078138545659
3,Microglia-PVM,1.0,ZNF875,3.7927131621748025
3,Microglia-PVM,1.0,HNRNPH3,3.7860557959247876
3,Microglia-PVM,1.0,USP34,3.7842195638040717
3,Microglia-PVM,1.0,FAIM,3.7821002203733336
3,Microglia-PVM,1.0,KLHL17,3.5562970750348835
3,Microglia-PVM,1.0,TMEM245,3.4941505201426013
3,Microglia-PVM,1.0,MAP3K15,3.3507530273579245
3,Microglia-PVM,1.0,TAF12,3.3282689996914923
3,Microglia-PVM,1.0,TTLL9,3.300610753176882
3,Microglia-PVM,1.0,ZNF532,3.295303789737987
3,Microglia-PVM,-1.0,PHTF1,-0.0179111615426205
3,Microglia-PVM,-1.0,PKP1,-0.017911161542621006
3,Microglia-PVM,-1.0,RETREG2,-0.01791116154262248
3,Microglia-PVM,-1.0,PIK3CD,-0.017911161542622844
3,Microglia-PVM,-1.0,PTCHD4,-0.017911161542623316
3,Microglia-PVM,-1.0,PEAK1,-0.01791116154262441
3,Microglia-PVM,-1.0,RAB40B,-0.01791116154262557
3,Microglia-PVM,-1.0,NFATC4,-0.017911161542626966
3,Microglia-PVM,-1.0,PDGFRB,-0.017911161542627826
3,Microglia-PVM,-1.0,PA2G4,-0.01791116154262979
3,Microglia-PVM,-1.0,MRGPRF,-0.017911161542630318
3,Microglia-PVM,-1.0,NXPE3,-0.01791116154263108
3,Microglia-PVM,-1.0,RAB24,-0.017911161542631504
3,Microglia-PVM,-1.0,NASP,-0.017911161542631962
3,Microglia-PVM,-1.0,PI15,-0.017911161542633496
3,Microglia-PVM,-1.0,SCN7A,-0.017911161542637864
3,Microglia-PVM,-1.0,SCGN,-0.01791116154263803
3,Microglia-PVM,-1.0,NOL12,-0.017911161542638283
3,Microglia-PVM,-1.0,RSBN1,-0.017911161542638433
3,Microglia-PVM,-1.0,PPP4R4,-0.01791116154263849
3,Microglia-PVM,-1.0,RGS10,-0.017911161542638776
3,Microglia-PVM,-1.0,RGCC,-0.01791116154263893
3,Microglia-PVM,-1.0,RAD21,-0.017911161542639147
3,Microglia-PVM,-1.0,RMDN1,-0.017911161542639466
3,Microglia-PVM,-1.0,PTGDS,-0.017911161542639945
3,Microglia-PVM,-1.0,RIMS2,-0.01791116154264015
3,Microglia-PVM,-1.0,RP1,-0.017911161542640292
3,Microglia-PVM,-1.0,NDRG1,-0.01791116154264038
3,Microglia-PVM,-1.0,NAAA,-0.017911161542640455
3,Microglia-PVM,-1.0,NTMT1,-0.01791116154264057
3,OPC,1.0,PA2G4,6.830013858841808
3,OPC,1.0,LCOR,6.789051194229155
3,OPC,1.0,NYNRIN,6.072856305187525
3,OPC,1.0,ENKUR,5.5677586331810565
3,OPC,1.0,SSBP2,5.293612204144833
3,OPC,1.0,MUTYH,4.730248032783915
3,OPC,1.0,EPHB2,4.56710497651012
3,OPC,1.0,GLDC,4.323637324150387
3,OPC,1.0,CRHBP,4.115519979795011
3,OPC,1.0,FXYD2,4.061767067761386
3,OPC,1.0,HMOX2,4.004760395174944
3,OPC,1.0,CRY1,3.926205783217382
3,OPC,1.0,CLCN3,3.868842677599254
3,OPC,1.0,PPEF1,3.770621385938379
3,OPC,1.0,DARS2,3.638349942472096
3,OPC,1.0,C5orf22,3.5365646398099004
3,OPC,1.0,BLM,3.534485287802726
3,OPC,1.0,AMY2B,3.5103868417918522
3,OPC,1.0,SPNS3,3.5083098126540175
3,OPC,1.0,SULT1B1,3.4237056906705368
3,OPC,1.0,PRMT3,3.416979512437928
3,OPC,1.0,KLHDC2,3.410496145883293
3,OPC,1.0,PRPF4,3.2683560914479575
3,OPC,1.0,SLC9C2,3.191340680861508
3,OPC,1.0,TRIM11,3.191208957752891
3,OPC,1.0,RAPGEF2,3.143760466639939
3,OPC,1.0,KCNH3,3.11143189130395
3,OPC,1.0,COQ4,3.0503727237043803
3,OPC,1.0,SCG3,3.0382381858049166
3,OPC,1.0,SOCS2,3.01756091882748
3,OPC,-1.0,TRRAP,-0.0009528092813753859
3,OPC,-1.0,SPTSSB,-0.0009528092813760878
3,OPC,-1.0,SENP6,-0.0009528092813815515
3,OPC,-1.0,TRAPPC2,-0.0009528092813821821
3,OPC,-1.0,SLC16A8,-0.0009528092813827355
3,OPC,-1.0,SRXN1,-0.0009528092813829563
3,OPC,-1.0,SERF1A,-0.0009528092813839233
3,OPC,-1.0,ZNF512,-0.0009528092813845221
3,OPC,-1.0,ZNF69,-0.0009528092813854008
3,OPC,-1.0,ULK3,-0.0009528092813856265
3,OPC,-1.0,TCHH,-0.0009528092813859244
3,OPC,-1.0,THOC7,-0.0009528092813880968
3,OPC,-1.0,WDR75,-0.0009528092813886231
3,OPC,-1.0,SLC26A1,-0.0009528092813904679
3,OPC,-1.0,WNT10B,-0.0009528092813912331
3,OPC,-1.0,TTLL9,-0.0009528092813912332
3,OPC,-1.0,SLC25A30,-0.0009528092813917787
3,OPC,-1.0,ZNF222,-0.0009528092813918783
3,OPC,-1.0,SRSF11,-0.0009528092813919393
3,OPC,-1.0,VSIG10L,-0.0009528092813919533
3,OPC,-1.0,ZNF445,-0.0009528092813923385
3,OPC,-1.0,TNPO1,-0.0009528092813932905
3,OPC,-1.0,SH2D6,-0.000952809281394694
3,OPC,-1.0,VLDLR,-0.0009528092813948277
3,OPC,-1.0,TDRKH,-0.0009528092813948875
3,OPC,-1.0,ZNF596,-0.0009528092813953035
3,OPC,-1.0,SIL1,-0.0009528092813956803
3,OPC,-1.0,UNC50,-0.0009528092813956954
3,OPC,-1.0,ZNF557,-0.0009528092813959031
3,OPC,-1.0,TRIM27,-0.0009528092813965256
3,Oligodendrocyte,1.0,HAVCR2,11.929691943981707
3,Oligodendrocyte,1.0,FAM221B,10.711524872101162
3,Oligodendrocyte,1.0,JAK2,10.490388666677797
3,Oligodendrocyte,1.0,MAP2K4,10.429040515864854
3,Oligodendrocyte,1.0,FXYD2,10.426452907909775
3,Oligodendrocyte,1.0,KCNA5,10.040456555420105
3,Oligodendrocyte,1.0,OTOGL,9.704851774281467
3,Oligodendrocyte,1.0,KIF3A,9.653958036768527
3,Oligodendrocyte,1.0,FAHD2A,8.705721480443984
3,Oligodendrocyte,1.0,SCGN,8.666311766409576
3,Oligodendrocyte,1.0,NXN,8.6616370625625
3,Oligodendrocyte,1.0,PIK3CA,8.633270887338144
3,Oligodendrocyte,1.0,KLHL18,8.541844847139112
3,Oligodendrocyte,1.0,GSDME,8.310827618471883
3,Oligodendrocyte,1.0,KLKB1,8.237553921253074
3,Oligodendrocyte,1.0,FBXO17,8.225523062483166
3,Oligodendrocyte,1.0,ERC2,8.204740609184558
3,Oligodendrocyte,1.0,PPP2R2D,8.194208765049135
3,Oligodendrocyte,1.0,FBLN2,7.927810696707694
3,Oligodendrocyte,1.0,FRMPD2,7.806452255142707
3,Oligodendrocyte,1.0,HACD1,7.736537429476497
3,Oligodendrocyte,1.0,CHURC1,7.65477160984284
3,Oligodendrocyte,1.0,PCDHB4,7.611525693959545
3,Oligodendrocyte,1.0,HNRNPL,7.5879803288458785
3,Oligodendrocyte,1.0,SLC7A14,7.569904863311397
3,Oligodendrocyte,1.0,PANK1,7.380819999015845
3,Oligodendrocyte,1.0,PHTF2,7.3785260360827625
3,Oligodendrocyte,1.0,NOX4,7.264555994613135
3,Oligodendrocyte,1.0,GLT8D2,7.248115848865472
3,Oligodendrocyte,1.0,MRGPRF,7.187245139609917
3,Oligodendrocyte,-1.0,DNAH7,-0.014365299213810653
3,Oligodendrocyte,-1.0,TMC1,-0.03601468139594228
3,Oligodendrocyte,-1.0,TPM4,-0.11760178707980518
3,Oligodendrocyte,-1.0,CTPS2,-0.12269577097504734
3,Oligodendrocyte,-1.0,CSK,-0.13188505672801942
3,Oligodendrocyte,-1.0,PLD3,-0.14039830314308052
3,Oligodendrocyte,-1.0,MLF1,-0.14039830314308643
3,Oligodendrocyte,-1.0,OLFML2B,-0.14039830314308852
3,Oligodendrocyte,-1.0,PGBD5,-0.14039830314308888
3,Oligodendrocyte,-1.0,MRPL33,-0.14039830314309293
3,Oligodendrocyte,-1.0,NAV3,-0.140398303143093
3,Oligodendrocyte,-1.0,MVP,-0.14039830314309357
3,Oligodendrocyte,-1.0,RAB4B,-0.14039830314309462
3,Oligodendrocyte,-1.0,SDR16C5,-0.14039830314309473
3,Oligodendrocyte,-1.0,NCR3LG1,-0.14039830314309518
3,Oligodendrocyte,-1.0,PHC1,-0.14039830314309523
3,Oligodendrocyte,-1.0,PPP4R1,-0.14039830314309543
3,Oligodendrocyte,-1.0,PAXBP1,-0.14039830314309554
3,Oligodendrocyte,-1.0,PTGDS,-0.14039830314309554
3,Oligodendrocyte,-1.0,RDM1,-0.14039830314309554
3,Oligodendrocyte,-1.0,ODAPH,-0.1403983031430958
3,Oligodendrocyte,-1.0,PLEKHA5,-0.1403983031430968
3,Oligodendrocyte,-1.0,MTX2,-0.14039830314309687
3,Oligodendrocyte,-1.0,SEMA4B,-0.1403983031430971
3,Oligodendrocyte,-1.0,SCN11A,-0.14039830314309726
3,Oligodendrocyte,-1.0,MPZ,-0.1403983031430974
3,Oligodendrocyte,-1.0,NCOA1,-0.14039830314309784
3,Oligodendrocyte,-1.0,PCDHB10,-0.14039830314309792
3,Oligodendrocyte,-1.0,PTBP2,-0.14039830314309804
3,Oligodendrocyte,-1.0,MRPL30,-0.14039830314309854
